Name of Drawing,Type of Line,Type of Pole,Type of Structure,Drawing No,No of Sets required,S.No,ERE Code,Description,Section,Length (mm),Qty/set (Nos),"Wt/Mtr
(Kg)",Total Wt in KG,Required Qty,Required Wt
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (In Line Location with V x arm) with LT AB Cable,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-018 Rev No 00,1,20,928,LT Mounting Angle,50x50x6,2720,1,4.5,12.24,1,12.240
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (In Line Location with V x arm) with LT AB Cable,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-018 Rev No 00,1,21,929,Back clamp for LT Mounting Angle,50x8,673,2,3.14,4.226,2,4.226
11/0.433kV 100kV DTR arrangment on DP 9M/400KG (In Line Location with V x arm) with LT AB Cable,DTR,9M/400kG,DP,SSEL-SBPDCL-DTR-018 Rev No 00,1,22,930,Stay Set clamp,50x10,457,4,3.93,7.184,4,7.184
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,1,802,AB Switch Mounting Channel(ISLC),75x40x6,2670,2,5.7,30.438,2,30.438
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,2,803,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,3,804,Channel support for operating handle(ISLC),75x40x6,445,1,5.7,2.537,1,2.537
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,4,805,HG Fuse Mounting channel(ISLC),75x40x6,2710,2,5.7,30.894,2,30.894
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,5,806,Transformer base channel(ISLC),100x50x6,2670,2,7.9,42.186,2,42.186
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,6,807,Transformer side base channel(ISLC),75x40x6,515,4,5.7,11.742,4,11.742
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,7,808,Angle support for operating pipe,50x50x6,378,1,4.5,1.701,1,1.701
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,8,809,Transformer Belting Angle,50x50x6,2680,2,4.5,24.120,2,24.120
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,9,810,Transformer side belting angle,50x50x6,635,4,4.5,11.430,4,11.430
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,10,811,LTDB Fixing Angle,50x50x6,2710,2,4.5,24.390,2,24.390
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,11,812,Stay Set Clamp,50x10,363,4,3.93,5.706,4,5.706
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,12,813,Back clamp for Operating pipe angle,50x8,533,1,3.14,1.674,1,1.674
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,13,814,Back clamp for HG fuse,50x8,557,4,3.14,6.996,4,6.996
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,14,815,Dummy clamp for Transformer side Base Channel,50x8,432,4,3.14,5.426,4,5.426
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,15,816,Top clamp for LTDB,50x8,645,2,3.14,4.051,2,4.051
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,16,817,Bottom clamp for LTDB,50x8,673,2,3.14,4.226,2,4.226
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,17,818,Back clamp for operating handle,50x8,721,1,3.14,2.264,1,2.264
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,18,819,Shackle insulator support channel(ISLC),75x40x6,440,2,5.7,5.016,2,5.016
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,19,820,Shackle insulator Mounting channel(ISLC),75x40x6,1000,1,5.7,5.7,1,5.700
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,20,821,Top clamp for shackle insulator support channel,50x8,529,1,3.14,1.661,1,1.661
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,21,822,Bottom clamp for shackle insulator support channel,50x8,549,1,3.14,1.724,1,1.724
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,22,825,Pole Top Bracket,50x8,497,2,3.14,3.121,2,3.121
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,23,826,V-X Arm,75x40x6,1407,2,5.7,16.04,2,16.040
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,24,826-i,Weld Pices for V-X Arm,50x6,50,8,2.36,0.944,8,0.944
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,25,827,Back clamp for V-X Arm,50x8,435,2,3.14,2.732,2,2.732
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,26,828,LA Mounting Angle,50x50x6,2710,1,4.5,12.195,1,12.195
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,27,829,Back clamp for LA Mounting Angle,50x8,501,2,3.14,3.146,2,3.146
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-019 Rev No 00,1,28,830,Stay Set clamp,50x10,366,4,3.93,5.754,4,5.754
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,1,802,AB Switch Mounting Channel(ISLC),75x40x6,2670,2,5.7,30.438,2,30.438
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,2,803,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,3,804,Channel support for operating handle(ISLC),75x40x6,445,1,5.7,2.537,1,2.537
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,4,805,HG Fuse Mounting channel(ISLC),75x40x6,2710,2,5.7,30.894,2,30.894
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,5,806,Transformer base channel(ISLC),100x50x6,2670,2,7.9,42.186,2,42.186
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,6,807,Transformer side base channel(ISLC),75x40x6,515,4,5.7,11.742,4,11.742
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,7,808,Angle support for operating pipe,50x50x6,378,1,4.5,1.701,1,1.701
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,8,809,Transformer Belting Angle,50x50x6,2680,2,4.5,24.120,2,24.120
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,9,810,Transformer side belting angle,50x50x6,635,4,4.5,11.430,4,11.430
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,10,811,LTDB Fixing Angle,50x50x6,2710,2,4.5,24.390,2,24.390
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,11,812,Stay Set Clamp,50x10,363,4,3.93,5.706,4,5.706
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,12,813,Back clamp for Operating pipe angle,50x8,533,1,3.14,1.674,1,1.674
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,13,814,Back clamp for HG fuse,50x8,557,4,3.14,6.996,4,6.996
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,14,815,Dummy clamp for Transformer side Base Channel,50x8,432,4,3.14,5.426,4,5.426
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,15,816,Top clamp for LTDB,50x8,645,2,3.14,4.051,2,4.051
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,16,817,Bottom clamp for LTDB,50x8,673,2,3.14,4.226,2,4.226
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,17,818,Back clamp for operating handle,50x8,721,1,3.14,2.264,1,2.264
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,18,823,LT Horizontal cross arm(ISLC),75x40x6,1110,1,5.7,6.327,1,6.327
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,19,824,Back clamp for LT Horizontal cross arm,50x8,456,1,3.14,1.432,1,1.432
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,20,825,Pole Top Bracket,50x8,497,2,3.14,3.121,2,3.121
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,21,826,V-X Arm,75x40x6,1407,2,5.7,16.04,2,16.040
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,22,826-i,Weld Pices for V-X Arm,50x6,50,8,2.36,0.944,8,0.944
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,23,827,Back clamp for V-X Arm,50x8,435,2,3.14,2.732,2,2.732
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,24,828,LA Mounting Angle,50x50x6,2710,1,4.5,12.195,1,12.195
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,25,829,Back clamp for LA Mounting Angle,50x8,501,2,3.14,3.146,2,3.146
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Horizontal,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-020 Rev No 00,1,26,830,Stay Set clamp,50x10,366,4,3.93,5.754,4,5.754
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,1,802,AB Switch Mounting Channel(ISLC),75x40x6,2670,2,5.7,30.438,2,30.438
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,2,803,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,3,804,Channel support for operating handle(ISLC),75x40x6,445,1,5.7,2.537,1,2.537
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,4,805,HG Fuse Mounting channel(ISLC),75x40x6,2710,2,5.7,30.894,2,30.894
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,5,806,Transformer base channel(ISLC),100x50x6,2670,2,7.9,42.186,2,42.186
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,6,807,Transformer side base channel(ISLC),75x40x6,515,4,5.7,11.742,4,11.742
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,7,808,Angle support for operating pipe,50x50x6,378,1,4.5,1.701,1,1.701
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,8,809,Transformer Belting Angle,50x50x6,2680,2,4.5,24.120,2,24.120
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,9,810,Transformer side belting angle,50x50x6,635,4,4.5,11.430,4,11.430
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,10,811,LTDB Fixing Angle,50x50x6,2710,2,4.5,24.390,2,24.390
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,11,812,Stay Set Clamp,50x10,363,4,3.93,5.706,4,5.706
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,12,813,Back clamp for Operating pipe angle,50x8,533,1,3.14,1.674,1,1.674
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,13,814,Back clamp for HG fuse,50x8,557,4,3.14,6.996,4,6.996
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,14,815,Dummy clamp for Transformer side Base Channel,50x8,432,4,3.14,5.426,4,5.426
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,15,816,Top clamp for LTDB,50x8,645,2,3.14,4.051,2,4.051
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,16,817,Bottom clamp for LTDB,50x8,673,2,3.14,4.226,2,4.226
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,17,818,Back clamp for operating handle,50x8,721,1,3.14,2.264,1,2.264
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,18,825,Pole Top Bracket,50x8,497,2,3.14,3.121,2,3.121
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,19,826,V-X Arm,75x40x6,1407,2,5.7,16.04,2,16.040
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,20,826-i,Weld Pices for V-X Arm,50x6,50,8,2.36,0.944,8,0.944
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,21,827,Back clamp for V-X Arm,50x8,435,2,3.14,2.732,2,2.732
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,22,828,LA Mounting Angle,50x50x6,2710,1,4.5,12.195,1,12.195
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,23,829,Back clamp for LA Mounting Angle,50x8,501,2,3.14,3.146,2,3.146
11/0.433kV 100kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT AB Cable,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-021 Rev No 00,1,24,830,Stay Set clamp,50x10,366,4,3.93,5.754,4,5.754
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,1,802,AB Switch Mounting Channel(ISLC),75x40x6,2670,2,5.7,30.438,2,30.438
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,2,803,AB Switch Supporting channel (ISLC),75x40x6,510,4,5.7,11.628,4,11.628
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,3,804,Channel support for operating handle(ISLC),75x40x6,445,1,5.7,2.537,1,2.537
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,4,805,HG Fuse Mounting channel(ISLC),75x40x6,2710,2,5.7,30.894,2,30.894
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,5,806,Transformer base channel(ISLC),100x50x6,2670,2,7.9,42.186,2,42.186
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,6,807,Transformer side base channel(ISLC),75x40x6,515,4,5.7,11.742,4,11.742
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,7,808,Angle support for operating pipe,50x50x6,378,1,4.5,1.701,1,1.701
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,8,809,Transformer Belting Angle,50x50x6,2680,2,4.5,24.120,2,24.120
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,9,810,Transformer side belting angle,50x50x6,635,4,4.5,11.430,4,11.430
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,10,811,LTDB Fixing Angle,50x50x6,2710,2,4.5,24.390,2,24.390
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,11,812,Stay Set Clamp,50x10,363,4,3.93,5.706,4,5.706
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,12,813,Back clamp for Operating pipe angle,50x8,533,1,3.14,1.674,1,1.674
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,13,814,Back clamp for HG fuse,50x8,557,4,3.14,6.996,4,6.996
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,14,815,Dummy clamp for Transformer side Base Channel,50x8,432,4,3.14,5.426,4,5.426
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,15,816,Top clamp for LTDB,50x8,645,2,3.14,4.051,2,4.051
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,16,817,Bottom clamp for LTDB,50x8,673,2,3.14,4.226,2,4.226
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,17,818,Back clamp for operating handle,50x8,721,1,3.14,2.264,1,2.264
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,18,819,Shackle insulator support channel(ISLC),75x40x6,440,2,5.7,5.016,2,5.016
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,19,820,Shackle insulator Mounting channel(ISLC),75x40x6,1000,1,5.7,5.7,1,5.700
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,20,821,Top clamp for shackle insulator support channel,50x8,529,1,3.14,1.661,1,1.661
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,21,822,Bottom clamp for shackle insulator support channel,50x8,549,1,3.14,1.724,1,1.724
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,22,825,Pole Top Bracket,50x8,497,2,3.14,3.121,2,3.121
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,23,826,V-X Arm,75x40x6,1407,2,5.7,16.04,2,16.040
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,24,826-i,Weld Pices for V-X Arm,50x6,50,8,2.36,0.944,8,0.944
11/0.433kV 63kV DTR arrangment on DP 8M/200KG (In Line Location with V x arm) with LT Vertical,DTR,8M/200kG,DP,SSEL-SBPDCL-DTR-022 Rev No 00,1,25,827,Back clamp for V-X Arm,50x8,435,2,3.14,2.732,2,2.732
